Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
DRI47,CHUKWUDI013,DRI47_CHUKWUDI013,14.7,Low Fat,0.02090277,Hard Drinks,361.28,1994,High,Cluster 3,Supermarket Type1,8269.24
FDZ09,CHUKWUDI010,FDZ09_CHUKWUDI010,17.6,Low Fat,0.17554588899999998,Snack Foods,409.22,2005,,Cluster 3,Grocery Store,409.47
FDT01,CHUKWUDI049,FDT01_CHUKWUDI049,13.65,Normal Fat,0.18445404399999998,Canned,528.73,2006,Medium,Cluster 1,Supermarket Type1,10088.53
NCW06,CHUKWUDI017,NCW06_CHUKWUDI017,16.2,Low Fat,0.050625182000000005,Household,482.79,2014,,Cluster 2,Supermarket Type1,6253.53
DRE60,CHUKWUDI045,DRE60_CHUKWUDI045,9.395,Low Fat,0.15965759599999998,Soft Drinks,562.43,2009,,Cluster 2,Supermarket Type1,19241.62
FDF11,CHUKWUDI045,FDF11_CHUKWUDI045,10.195,Normal Fat,0.017666978,Starchy Foods,598.63,2009,,Cluster 2,Supermarket Type1,11416.81
FDA52,CHUKWUDI035,FDA52_CHUKWUDI035,16.2,Normal Fat,0.128397995,Frozen Foods,445.84,2011,Small,Cluster 2,Supermarket Type1,3528.74
FDG41,CHUKWUDI018,FDG41_CHUKWUDI018,8.84,Normal Fat,0.076873991,Frozen Foods,274.81,2016,Medium,Cluster 3,Supermarket Type2,3868.3
DRJ23,CHUKWUDI017,DRJ23_CHUKWUDI017,18.35,Low Fat,0.041904578,Hard Drinks,470.47,2014,,Cluster 2,Supermarket Type1,10399.8
FDT37,CHUKWUDI017,FDT37_CHUKWUDI017,14.15,Low Fat,0.03546967,Canned,640.75,2014,,Cluster 2,Supermarket Type1,12112.57
FDR21,CHUKWUDI010,FDR21_CHUKWUDI010,19.7,Low Fat,0.112036236,Snack Foods,437.34,2005,,Cluster 3,Grocery Store,2205.46
NCL29,CHUKWUDI045,NCL29_CHUKWUDI045,9.695,Low Fat,0.11417050599999999,Health and Hygiene,397.4,2009,,Cluster 2,Supermarket Type1,4357.66
FDK34,CHUKWUDI035,FDK34_CHUKWUDI035,13.35,Low Fat,0.038519398999999996,Snack Foods,592.14,2011,Small,Cluster 2,Supermarket Type1,12513.71
FDZ09,CHUKWUDI046,FDZ09_CHUKWUDI046,17.6,Low Fat,0.10487896699999999,Snack Foods,412.22,2004,Small,Cluster 1,Supermarket Type1,6142.01
FDL51,CHUKWUDI045,FDL51_CHUKWUDI045,20.7,Normal Fat,0.047587685,Dairy,537.72,2009,,Cluster 2,Supermarket Type1,12863.26
FDS48,CHUKWUDI046,FDS48_CHUKWUDI046,15.15,Low Fat,0.027779254,Baking Goods,375.43,2004,Small,Cluster 1,Supermarket Type1,3761.77
FDH41,CHUKWUDI027,FDH41_CHUKWUDI027,,Low Fat,0.081614376,Frozen Foods,536.88,1992,Medium,Cluster 3,Supermarket Type3,14516.1
NCL18,CHUKWUDI049,NCL18_CHUKWUDI049,18.85,Low Fat,0.167844438,Household,484.78,2006,Medium,Cluster 1,Supermarket Type1,7776.54
DRL11,CHUKWUDI035,DRL11_CHUKWUDI035,10.5,Low Fat,0.048009080999999995,Hard Drinks,392.74,2011,Small,Cluster 2,Supermarket Type1,5522.81
FDB17,CHUKWUDI027,FDB17_CHUKWUDI027,,Low Fat,0.036494521,Frozen Foods,447.74,1992,Medium,Cluster 3,Supermarket Type3,14940.55
DRA12,CHUKWUDI010,DRA12_CHUKWUDI010,11.6,Low Fat,0.068535039,Soft Drinks,357.54,2005,,Cluster 3,Grocery Store,709.08
FDV20,CHUKWUDI049,FDV20_CHUKWUDI049,20.2,Normal Fat,0.059894378,Fruits and Vegetables,314.92,2006,Medium,Cluster 1,Supermarket Type1,6994.23
NCX29,CHUKWUDI035,NCX29_CHUKWUDI035,10.0,Low Fat,0.089135671,Health and Hygiene,367.28,2011,Small,Cluster 2,Supermarket Type1,8019.56
DRI03,CHUKWUDI046,DRI03_CHUKWUDI046,6.03,Low Fat,0.022703692999999997,Dairy,444.76,2004,Small,Cluster 1,Supermarket Type1,11954.44
FDH34,CHUKWUDI019,FDH34_CHUKWUDI019,,Low Fat,0.054443762,Snack Foods,461.65,1992,Small,Cluster 1,Grocery Store,464.4
FDZ56,CHUKWUDI027,FDZ56_CHUKWUDI027,,Low Fat,0.025612347999999997,Fruits and Vegetables,420.62,1992,Medium,Cluster 3,Supermarket Type3,8001.25
NCC07,CHUKWUDI013,NCC07_CHUKWUDI013,19.6,Low Fat,0.023931217,Household,257.99,1994,High,Cluster 3,Supermarket Type1,1840.94
DRA59,CHUKWUDI019,DRA59_CHUKWUDI019,,Normal Fat,0.223985293,Soft Drinks,465.73,1992,Small,Cluster 1,Grocery Store,1388.19
FDD08,CHUKWUDI013,FDD08_CHUKWUDI013,8.3,Low Fat,0.03532494,Fruits and Vegetables,97.38,1994,High,Cluster 3,Supermarket Type1,1802.65
FDY39,CHUKWUDI018,FDY39_CHUKWUDI018,5.305,Normal Fat,0.047220267999999996,Meat,454.9,2016,Medium,Cluster 3,Supermarket Type2,5972.23
FDM10,CHUKWUDI045,FDM10_CHUKWUDI045,18.25,Low Fat,0.076125668,Snack Foods,535.05,2009,,Cluster 2,Supermarket Type1,6411.65
FDY52,CHUKWUDI013,FDY52_CHUKWUDI013,6.365,Low Fat,0.007342171,Frozen Foods,149.88,1994,High,Cluster 3,Supermarket Type1,2450.14
FDV46,CHUKWUDI019,FDV46_CHUKWUDI019,,Low Fat,0.022074764,Snack Foods,353.55,1992,Small,Cluster 1,Grocery Store,1398.18
FDH05,CHUKWUDI045,FDH05_CHUKWUDI045,14.35,Normal Fat,0.091098018,Frozen Foods,584.0,2009,,Cluster 2,Supermarket Type1,4633.97
FDG50,CHUKWUDI049,FDG50_CHUKWUDI049,7.405,Low Fat,0.015295536,Canned,224.29,2006,Medium,Cluster 1,Supermarket Type1,1368.22
NCL18,CHUKWUDI018,NCL18_CHUKWUDI018,18.85,Low Fat,0.168266556,Household,488.78,2016,Medium,Cluster 3,Supermarket Type2,4374.31
NCI29,CHUKWUDI045,NCI29_CHUKWUDI045,8.6,Low Fat,0.032687702,Health and Hygiene,352.29,2009,,Cluster 2,Supermarket Type1,2836.31
DRC49,CHUKWUDI046,DRC49_CHUKWUDI046,8.67,Low Fat,0.065436581,Soft Drinks,357.28,2004,Small,Cluster 1,Supermarket Type1,5033.45
FDL33,CHUKWUDI045,FDL33_CHUKWUDI045,7.235,Low Fat,0.10016525,Snack Foods,484.86,2009,,Cluster 2,Supermarket Type1,7340.45
FDC26,CHUKWUDI049,FDC26_CHUKWUDI049,10.195,Low Fat,0.126579586,Canned,280.72,2006,Medium,Cluster 1,Supermarket Type1,6393.34
FDV35,CHUKWUDI049,FDV35_CHUKWUDI049,19.5,Low Fat,0.128405328,Breads,391.08,2006,Medium,Cluster 1,Supermarket Type1,5817.43
NCT54,CHUKWUDI049,NCT54_CHUKWUDI049,8.695,Low Fat,0.11972145099999999,Household,238.77,2006,Medium,Cluster 1,Supermarket Type1,3094.31
FDU59,CHUKWUDI046,FDU59_CHUKWUDI046,5.78,Low Fat,0.09638622699999999,Breads,408.89,2004,Small,Cluster 1,Supermarket Type1,4467.52
NCI18,CHUKWUDI027,NCI18_CHUKWUDI027,,Low Fat,0.013956116000000001,Household,555.94,1992,Medium,Cluster 3,Supermarket Type3,14023.41
NCI17,CHUKWUDI046,NCI17_CHUKWUDI046,8.645,Low Fat,0.14342264300000002,Health and Hygiene,239.6,2004,Small,Cluster 1,Supermarket Type1,5068.4
FDV50,CHUKWUDI018,FDV50_CHUKWUDI018,14.3,Low Fat,0.123070513,Dairy,302.93,2016,Medium,Cluster 3,Supermarket Type2,5234.85
FDO25,CHUKWUDI027,FDO25_CHUKWUDI027,,Low Fat,0.126831854,Canned,522.57,1992,Medium,Cluster 3,Supermarket Type3,11534.99
FDH38,CHUKWUDI018,FDH38_CHUKWUDI018,6.425,Low Fat,0.010480751,Canned,291.45,2016,Medium,Cluster 3,Supermarket Type2,6151.99
FDX21,CHUKWUDI010,FDX21_CHUKWUDI010,7.05,Low Fat,0.14221570000000003,Snack Foods,271.98,2005,,Cluster 3,Grocery Store,272.98
FDN56,CHUKWUDI049,FDN56_CHUKWUDI049,5.46,Normal Fat,0.107223632,Fruits and Vegetables,362.2,2006,Medium,Cluster 1,Supermarket Type1,8307.52
FDP25,CHUKWUDI027,FDP25_CHUKWUDI027,,Low Fat,0.02110482,Canned,542.71,1992,Medium,Cluster 3,Supermarket Type3,16924.64
FDP48,CHUKWUDI018,FDP48_CHUKWUDI018,7.52,Normal Fat,0.044202545,Baking Goods,457.49,2016,Medium,Cluster 3,Supermarket Type2,10985.7
FDO28,CHUKWUDI013,FDO28_CHUKWUDI013,5.765,Low Fat,0.072238195,Frozen Foods,300.02,1994,High,Cluster 3,Supermarket Type1,4217.84
FDK44,CHUKWUDI035,FDK44_CHUKWUDI035,16.6,Low Fat,0.12220437099999999,Fruits and Vegetables,433.93,2011,Small,Cluster 2,Supermarket Type1,4778.78
FDR56,CHUKWUDI027,FDR56_CHUKWUDI027,,Normal Fat,0.100277876,Fruits and Vegetables,492.19,1992,Medium,Cluster 3,Supermarket Type3,17736.91
FDG50,CHUKWUDI010,FDG50_CHUKWUDI010,7.405,Low Fat,0.02556185,Canned,224.29,2005,,Cluster 3,Grocery Store,456.07
FDY37,CHUKWUDI013,FDY37_CHUKWUDI013,17.0,Normal Fat,0.026546765,Canned,355.37,1994,High,Cluster 3,Supermarket Type1,5368.01
DRD37,CHUKWUDI010,DRD37_CHUKWUDI010,9.8,Ultra Low fat,0.02316823,Soft Drinks,118.77,2005,,Cluster 3,Grocery Store,466.06
NCG43,CHUKWUDI046,NCG43_CHUKWUDI046,20.2,Low Fat,0.0,Household,235.37,2004,Small,Cluster 1,Supermarket Type1,2082.29
NCF19,CHUKWUDI013,NCF19_CHUKWUDI013,13.0,Low Fat,0.035079516,Household,119.76,1994,High,Cluster 3,Supermarket Type1,1458.1
NCM30,CHUKWUDI013,NCM30_CHUKWUDI013,19.1,Ultra Low fat,0.067239404,Household,99.2,1994,High,Cluster 3,Supermarket Type1,1651.18
NCO07,CHUKWUDI019,NCO07_CHUKWUDI019,,Low Fat,0.017116983,Others,529.89,1992,Small,Cluster 1,Grocery Store,532.64
FDD09,CHUKWUDI027,FDD09_CHUKWUDI027,,Low Fat,0.021392306,Fruits and Vegetables,455.24,1992,Medium,Cluster 3,Supermarket Type3,15393.3
FDI44,CHUKWUDI013,FDI44_CHUKWUDI013,16.1,Ultra Low fat,0.10014945900000001,Fruits and Vegetables,196.08,1994,High,Cluster 3,Supermarket Type1,2896.23
FDZ58,CHUKWUDI049,FDZ58_CHUKWUDI049,17.85,Low Fat,0.052257982,Snack Foods,304.52,2006,Medium,Cluster 1,Supermarket Type1,6125.36
FDX19,CHUKWUDI045,FDX19_CHUKWUDI045,19.1,Low Fat,0.096929994,Fruits and Vegetables,584.74,2009,,Cluster 2,Supermarket Type1,5258.16
FDL39,CHUKWUDI027,FDL39_CHUKWUDI027,,Normal Fat,0.06302467,Dairy,454.08,1992,Medium,Cluster 3,Supermarket Type3,3157.56
NCK54,CHUKWUDI018,NCK54_CHUKWUDI018,12.15,Low Fat,0.0,Household,296.29,2016,Medium,Cluster 3,Supermarket Type2,3495.45
NCW42,CHUKWUDI017,NCW42_CHUKWUDI017,18.2,Ultra Low fat,0.058799705,Household,551.86,2014,,Cluster 2,Supermarket Type1,11052.28
FDG04,CHUKWUDI045,FDG04_CHUKWUDI045,13.1,Low Fat,0.0060750069999999995,Frozen Foods,468.97,2009,,Cluster 2,Supermarket Type1,6080.42
FDL10,CHUKWUDI013,FDL10_CHUKWUDI013,8.395,Low Fat,0.0,Snack Foods,246.76,1994,High,Cluster 3,Supermarket Type1,2232.09
NCF54,CHUKWUDI010,NCF54_CHUKWUDI010,18.0,Low Fat,0.07929947400000001,Household,426.36,2005,,Cluster 3,Grocery Store,862.21
FDG08,CHUKWUDI045,FDG08_CHUKWUDI045,13.15,Normal Fat,0.165694678,Fruits and Vegetables,429.69,2009,,Cluster 2,Supermarket Type1,9447.7
NCP43,CHUKWUDI035,NCP43_CHUKWUDI035,17.75,Low Fat,0.030501281,Others,451.42,2011,Small,Cluster 2,Supermarket Type1,8538.89
FDZ39,CHUKWUDI046,FDZ39_CHUKWUDI046,19.7,Normal Fat,0.018024769,Meat,261.25,2004,Small,Cluster 1,Supermarket Type1,2579.98
FDX50,CHUKWUDI013,FDX50_CHUKWUDI013,20.1,Low Fat,0.074565098,Dairy,278.31,1994,High,Cluster 3,Supermarket Type1,1657.84
FDC57,CHUKWUDI018,FDC57_CHUKWUDI018,20.1,Normal Fat,0.054816925999999995,Fruits and Vegetables,485.71,2016,Medium,Cluster 3,Supermarket Type2,3861.64
FDS37,CHUKWUDI049,FDS37_CHUKWUDI049,7.655,Low Fat,0.031994534,Canned,285.87,2006,Medium,Cluster 1,Supermarket Type1,4633.97
FDM08,CHUKWUDI035,FDM08_CHUKWUDI035,10.1,Normal Fat,0.053574075,Fruits and Vegetables,559.27,2011,Small,Cluster 2,Supermarket Type1,6711.26
FDQ58,CHUKWUDI019,FDQ58_CHUKWUDI019,,Low Fat,0.0,Snack Foods,386.34,1992,Small,Cluster 1,Grocery Store,1148.51
FDV01,CHUKWUDI045,FDV01_CHUKWUDI045,19.2,Normal Fat,0.085122855,Canned,388.58,2009,,Cluster 2,Supermarket Type1,8920.06
NCQ43,CHUKWUDI049,NCQ43_CHUKWUDI049,17.75,Low Fat,0.11147467,Others,270.23,2006,Medium,Cluster 1,Supermarket Type1,4094.67
FDO24,CHUKWUDI035,FDO24_CHUKWUDI035,11.1,Low Fat,0.176182345,Baking Goods,395.4,2011,Small,Cluster 2,Supermarket Type1,4753.81
FDK15,CHUKWUDI010,FDK15_CHUKWUDI010,10.8,Low Fat,0.164724567,Meat,246.01,2005,,Cluster 3,Grocery Store,248.01
FDF21,CHUKWUDI049,FDF21_CHUKWUDI049,10.3,Normal Fat,0.058918844000000005,Fruits and Vegetables,479.13,2006,Medium,Cluster 1,Supermarket Type1,13282.71
FDL09,CHUKWUDI027,FDL09_CHUKWUDI027,,Normal Fat,0.127416049,Snack Foods,418.7,1992,Medium,Cluster 3,Supermarket Type3,2516.72
FDN13,CHUKWUDI046,FDN13_CHUKWUDI046,18.6,Low Fat,0.152058281,Breakfast,249.84,2004,Small,Cluster 1,Supermarket Type1,502.68
FDP28,CHUKWUDI035,FDP28_CHUKWUDI035,13.65,Normal Fat,0.08062523,Frozen Foods,649.23,2011,Small,Cluster 2,Supermarket Type1,5219.87
DRF01,CHUKWUDI019,DRF01_CHUKWUDI019,,Low Fat,0.30654284800000003,Soft Drinks,368.28,1992,Small,Cluster 1,Grocery Store,729.05
FDI52,CHUKWUDI049,FDI52_CHUKWUDI049,18.7,Low Fat,0.10484088400000001,Frozen Foods,305.27,2006,Medium,Cluster 1,Supermarket Type1,1225.07
FDR21,CHUKWUDI017,FDR21_CHUKWUDI017,19.7,Low Fat,0.067314073,Snack Foods,437.84,2014,,Cluster 2,Supermarket Type1,7057.48
DRF23,CHUKWUDI018,DRF23_CHUKWUDI018,4.61,Low Fat,0.123151947,Hard Drinks,438.1,2016,Medium,Cluster 3,Supermarket Type2,5233.19
NCO26,CHUKWUDI017,NCO26_CHUKWUDI017,7.235,Low Fat,0.077290355,Household,292.37,2014,,Cluster 2,Supermarket Type1,5792.46
FDK20,CHUKWUDI013,FDK20_CHUKWUDI013,12.6,Normal Fat,0.04152307,Fruits and Vegetables,310.77,1994,High,Cluster 3,Supermarket Type1,12556.99
NCQ30,CHUKWUDI010,NCQ30_CHUKWUDI010,7.725,Ultra Low fat,0.048661040999999995,Household,309.35,2005,,Cluster 3,Grocery Store,304.6
FDR19,CHUKWUDI027,FDR19_CHUKWUDI027,,Normal Fat,0.158947217,Fruits and Vegetables,363.78,1992,Medium,Cluster 3,Supermarket Type3,14945.55
FDY03,CHUKWUDI019,FDY03_CHUKWUDI019,,Normal Fat,0.133279499,Meat,281.55,1992,Small,Cluster 1,Grocery Store,1687.8
FDB40,CHUKWUDI049,FDB40_CHUKWUDI049,17.5,Normal Fat,0.007551606999999999,Dairy,364.53,2006,Medium,Cluster 1,Supermarket Type1,4738.83
NCO29,CHUKWUDI035,NCO29_CHUKWUDI035,11.15,Low Fat,0.032250092,Health and Hygiene,410.13,2011,Small,Cluster 2,Supermarket Type1,11922.81
FDP21,CHUKWUDI018,FDP21_CHUKWUDI018,7.42,Normal Fat,0.0258457,Snack Foods,472.47,2016,Medium,Cluster 3,Supermarket Type2,6145.33
FDK09,CHUKWUDI017,FDK09_CHUKWUDI017,15.2,Low Fat,0.09228235300000001,Snack Foods,568.09,2014,,Cluster 2,Supermarket Type1,10306.58
FDI22,CHUKWUDI045,FDI22_CHUKWUDI045,12.6,Low Fat,0.096407554,Snack Foods,527.15,2009,,Cluster 2,Supermarket Type1,8362.45
FDY10,CHUKWUDI018,FDY10_CHUKWUDI018,17.6,Low Fat,0.049267759,Snack Foods,282.54,2016,Medium,Cluster 3,Supermarket Type2,7157.35
FDX45,CHUKWUDI049,FDX45_CHUKWUDI049,16.75,Low Fat,0.10501881699999999,Snack Foods,388.16,2006,Medium,Cluster 1,Supermarket Type1,4302.73
FDX44,CHUKWUDI013,FDX44_CHUKWUDI013,9.3,Low Fat,0.042930789000000004,Fruits and Vegetables,221.29,1994,High,Cluster 3,Supermarket Type1,3568.69
NCT29,CHUKWUDI046,NCT29_CHUKWUDI046,12.6,Low Fat,0.064110725,Health and Hygiene,305.85,2004,Small,Cluster 1,Supermarket Type1,609.21
FDX22,CHUKWUDI045,FDX22_CHUKWUDI045,6.785,Normal Fat,0.023021406,Snack Foods,522.48,2009,,Cluster 2,Supermarket Type1,5259.82
FDY28,CHUKWUDI019,FDY28_CHUKWUDI019,,Normal Fat,0.26639671,Frozen Foods,539.05,1992,Small,Cluster 1,Grocery Store,1602.91
FDX47,CHUKWUDI017,FDX47_CHUKWUDI017,6.55,Normal Fat,0.034800079,Breads,393.82,2014,,Cluster 2,Supermarket Type1,3928.22
FDO50,CHUKWUDI013,FDO50_CHUKWUDI013,16.25,Low Fat,0.078103689,Canned,227.95,1994,High,Cluster 3,Supermarket Type1,4823.72
FDQ03,CHUKWUDI019,FDQ03_CHUKWUDI019,,Normal Fat,0.136592891,Meat,595.06,1992,Small,Cluster 1,Grocery Store,1777.69
FDI45,CHUKWUDI035,FDI45_CHUKWUDI035,13.1,Low Fat,0.037574137,Fruits and Vegetables,435.51,2011,Small,Cluster 2,Supermarket Type1,9193.03
FDS26,CHUKWUDI017,FDS26_CHUKWUDI017,20.35,Low Fat,0.089975294,Dairy,654.15,2014,,Cluster 2,Supermarket Type1,18970.31
FDN60,CHUKWUDI045,FDN60_CHUKWUDI045,15.1,Low Fat,0.095351065,Baking Goods,396.65,2009,,Cluster 2,Supermarket Type1,6338.42
NCW41,CHUKWUDI027,NCW41_CHUKWUDI027,,Low Fat,0.015375557,Health and Hygiene,392.4,1992,Medium,Cluster 3,Supermarket Type3,10696.08
FDH34,CHUKWUDI017,FDH34_CHUKWUDI017,8.63,Low Fat,0.031271134,Snack Foods,465.15,2014,,Cluster 2,Supermarket Type1,9752.31
DRJ01,CHUKWUDI035,DRJ01_CHUKWUDI035,6.135,Low Fat,0.115010655,Soft Drinks,403.81,2011,Small,Cluster 2,Supermarket Type1,3222.47
FDX23,CHUKWUDI010,FDX23_CHUKWUDI010,6.445,Low Fat,0.049697923,Baking Goods,237.61,2005,,Cluster 3,Grocery Store,236.36
FDE14,CHUKWUDI013,FDE14_CHUKWUDI013,13.65,Normal Fat,0.031418984,Canned,248.18,1994,High,Cluster 3,Supermarket Type1,6491.55
NCM05,CHUKWUDI019,NCM05_CHUKWUDI019,,Low Fat,0.10478432900000001,Health and Hygiene,665.06,1992,Small,Cluster 1,Grocery Store,1321.61
FDJ58,CHUKWUDI018,FDJ58_CHUKWUDI018,15.6,Normal Fat,0.105725004,Snack Foods,424.94,2016,Medium,Cluster 3,Supermarket Type2,6871.06
FDW20,CHUKWUDI010,FDW20_CHUKWUDI010,20.75,Low Fat,0.040421193,Fruits and Vegetables,305.43,2005,,Cluster 3,Grocery Store,923.8
NCL29,CHUKWUDI027,NCL29_CHUKWUDI027,,Low Fat,0.11338767699999999,Health and Hygiene,392.4,1992,Medium,Cluster 3,Supermarket Type3,3961.51
FDX47,CHUKWUDI049,FDX47_CHUKWUDI049,6.55,Normal Fat,0.034658144,Breads,389.57,2006,Medium,Cluster 1,Supermarket Type1,2749.75
FDL39,CHUKWUDI035,FDL39_CHUKWUDI035,16.1,Normal Fat,0.06331937900000001,Dairy,452.33,2011,Small,Cluster 2,Supermarket Type1,4961.87
FDP39,CHUKWUDI010,FDP39_CHUKWUDI010,12.65,Low Fat,0.116203156,Meat,133.83,2005,,Cluster 3,Grocery Store,1038.65
NCR30,CHUKWUDI013,NCR30_CHUKWUDI013,20.6,Low Fat,0.070933894,Household,187.17,1994,High,Cluster 3,Supermarket Type1,559.27
NCL31,CHUKWUDI019,NCL31_CHUKWUDI019,,Low Fat,0.210596485,Others,361.87,1992,Small,Cluster 1,Grocery Store,357.87
FDZ52,CHUKWUDI017,FDZ52_CHUKWUDI017,19.2,Low Fat,0.10064058699999999,Frozen Foods,281.72,2014,,Cluster 2,Supermarket Type1,4447.54
FDU07,CHUKWUDI013,FDU07_CHUKWUDI013,11.1,Low Fat,0.059797172,Fruits and Vegetables,379.59,1994,High,Cluster 3,Supermarket Type1,2644.89
FDC22,CHUKWUDI049,FDC22_CHUKWUDI049,6.89,Normal Fat,0.0,Snack Foods,483.71,2006,Medium,Cluster 1,Supermarket Type1,6275.17
FDJ46,CHUKWUDI035,FDJ46_CHUKWUDI035,11.1,Low Fat,0.044814962,Snack Foods,436.01,2011,Small,Cluster 2,Supermarket Type1,10068.56
FDH26,CHUKWUDI035,FDH26_CHUKWUDI035,19.25,Normal Fat,0.034693175,Canned,350.37,2011,Small,Cluster 2,Supermarket Type1,3881.61
FDQ37,CHUKWUDI046,FDQ37_CHUKWUDI046,20.75,Low Fat,0.08926066699999999,Breakfast,483.62,2004,Small,Cluster 1,Supermarket Type1,12109.24
FDH22,CHUKWUDI049,FDH22_CHUKWUDI049,6.405,Low Fat,0.13651285800000001,Snack Foods,321.92,2006,Medium,Cluster 1,Supermarket Type1,7630.07
FDS50,CHUKWUDI049,FDS50_CHUKWUDI049,17.0,Low Fat,0.055519560999999995,Dairy,549.53,2006,Medium,Cluster 1,Supermarket Type1,2771.39
FDL39,CHUKWUDI018,FDL39_CHUKWUDI018,16.1,Normal Fat,0.06358934,Dairy,448.58,2016,Medium,Cluster 3,Supermarket Type2,902.16
DRK23,CHUKWUDI017,DRK23_CHUKWUDI017,8.395,Low Fat,0.072383777,Hard Drinks,628.76,2014,,Cluster 2,Supermarket Type1,17710.28
FDQ39,CHUKWUDI027,FDQ39_CHUKWUDI027,,Low Fat,0.080649685,Meat,474.96,1992,Medium,Cluster 3,Supermarket Type3,15286.77
NCR54,CHUKWUDI019,NCR54_CHUKWUDI019,,Low Fat,0.158562708,Household,486.78,1992,Small,Cluster 1,Grocery Store,491.03
FDV04,CHUKWUDI049,FDV04_CHUKWUDI049,7.825,Normal Fat,0.150248468,Frozen Foods,388.07,2006,Medium,Cluster 1,Supermarket Type1,3142.58
FDR20,CHUKWUDI010,FDR20_CHUKWUDI010,20.0,Normal Fat,0.0,Fruits and Vegetables,116.19,2005,,Cluster 3,Grocery Store,113.19
FDW31,CHUKWUDI045,FDW31_CHUKWUDI045,11.35,Normal Fat,0.04324563,Fruits and Vegetables,498.69,2009,,Cluster 2,Supermarket Type1,6469.91
NCT53,CHUKWUDI019,NCT53_CHUKWUDI019,,Low Fat,0.084245356,Health and Hygiene,411.63,1992,Small,Cluster 1,Grocery Store,1644.53
FDA31,CHUKWUDI035,FDA31_CHUKWUDI035,7.1,Low Fat,0.109990885,Fruits and Vegetables,432.27,2011,Small,Cluster 2,Supermarket Type1,6924.32
FDW56,CHUKWUDI049,FDW56_CHUKWUDI049,7.68,Low Fat,0.071010513,Fruits and Vegetables,477.29,2006,Medium,Cluster 1,Supermarket Type1,12988.09
FDG40,CHUKWUDI010,FDG40_CHUKWUDI010,13.65,Low Fat,0.066657791,Frozen Foods,81.64,2005,,Cluster 3,Grocery Store,169.78
FDL36,CHUKWUDI010,FDL36_CHUKWUDI010,15.1,Low Fat,0.127334766,Baking Goods,220.71,2005,,Cluster 3,Grocery Store,224.71
FDZ45,CHUKWUDI045,FDZ45_CHUKWUDI045,14.1,Low Fat,0.067011609,Snack Foods,492.77,2009,,Cluster 2,Supermarket Type1,5456.23
FDZ33,CHUKWUDI049,FDZ33_CHUKWUDI049,10.195,Low Fat,0.10756402400000001,Snack Foods,372.52,2006,Medium,Cluster 1,Supermarket Type1,2956.15
FDL44,CHUKWUDI035,FDL44_CHUKWUDI035,18.25,Low Fat,0.012272797,Fruits and Vegetables,400.72,2011,Small,Cluster 2,Supermarket Type1,8089.47
FDZ36,CHUKWUDI018,FDZ36_CHUKWUDI018,6.035,Normal Fat,0.066051758,Baking Goods,469.31,2016,Medium,Cluster 3,Supermarket Type2,5126.66
FDN01,CHUKWUDI045,FDN01_CHUKWUDI045,8.895,Low Fat,0.072545601,Breakfast,440.59,2009,,Cluster 2,Supermarket Type1,4410.93
FDT31,CHUKWUDI046,FDT31_CHUKWUDI046,19.75,Low Fat,0.012448293999999999,Fruits and Vegetables,470.72,2004,Small,Cluster 1,Supermarket Type1,6618.05
FDT08,CHUKWUDI017,FDT08_CHUKWUDI017,13.65,Low Fat,0.049496899000000004,Fruits and Vegetables,378.76,2014,,Cluster 2,Supermarket Type1,7115.74
FDO01,CHUKWUDI018,FDO01_CHUKWUDI018,21.1,Normal Fat,0.020803053999999998,Breakfast,324.5,2016,Medium,Cluster 3,Supermarket Type2,3212.49
NCR50,CHUKWUDI027,NCR50_CHUKWUDI027,,Ultra Low fat,0.011762847,Household,383.84,1992,Medium,Cluster 3,Supermarket Type3,18758.92
FDV46,CHUKWUDI046,FDV46_CHUKWUDI046,18.2,Low Fat,0.012607876,Snack Foods,349.55,2004,Small,Cluster 1,Supermarket Type1,3495.45
DRI51,CHUKWUDI010,DRI51_CHUKWUDI010,17.25,Low Fat,0.070703828,Dairy,425.94,2005,,Cluster 3,Grocery Store,858.88
FDN57,CHUKWUDI046,FDN57_CHUKWUDI046,18.25,Low Fat,0.054234197000000005,Snack Foods,355.04,2004,Small,Cluster 1,Supermarket Type1,5672.62
FDT13,CHUKWUDI017,FDT13_CHUKWUDI017,14.85,Low Fat,0.01867669,Canned,471.8,2014,,Cluster 2,Supermarket Type1,9892.12
FDF11,CHUKWUDI035,FDF11_CHUKWUDI035,10.195,Normal Fat,0.017627888,Starchy Foods,599.13,2011,Small,Cluster 2,Supermarket Type1,6008.85
FDW25,CHUKWUDI013,FDW25_CHUKWUDI013,5.175,Ultra Low fat,0.03736783,Canned,217.31,1994,High,Cluster 3,Supermarket Type1,639.17
FDB29,CHUKWUDI017,FDB29_CHUKWUDI017,16.7,Normal Fat,0.052708138,Frozen Foods,286.79,2014,,Cluster 2,Supermarket Type1,6012.17
FDZ23,CHUKWUDI049,FDZ23_CHUKWUDI049,17.75,Normal Fat,0.06760774900000001,Baking Goods,470.06,2006,Medium,Cluster 1,Supermarket Type1,6990.9
